language_name,language_code,modern_language,is_official,script_name,script_code,script_modern,is_rtl
Bhili,bhb,True,False,Devanagari,Deva,True,False
Bhojpuri,bho,True,False,Devanagari,Deva,True,False
Bikol,bik,True,False,Latin,Latn,True,False
Bini,bin,True,False,Latin,Latn,True,False
Bishnupriya,bpy,True,False,Bangla,Beng,True,False
Bislama,bi,True,True,Latin,Latn,True,False
Blin,byn,True,False,Ethiopic,Ethi,True,False
Bodo,brx,True,False,Devanagari,Deva,True,False
Bomu,bmq,True,False,Latin,Latn,True,False
Bosnian,bs,True,True,Cyrillic,Cyrl,True,False
Bosnian,bs,True,True,Latin,Latn,True,False
Brahui,brh,True,False,Arabic,Arab,True,True
Brahui,brh,True,False,Latin,Latn,True,False
Braj,bra,True,False,Devanagari,Deva,True,False
Breton,br,True,False,Latin,Latn,True,False
Bube,bvb,True,False,Latin,Latn,True,False
Buginese,bug,True,False,Latin,Latn,True,False
Buginese,bug,True,False,Buginese,Bugi,False,False
Buhid,bku,True,False,Latin,Latn,True,False
Buhid,bku,True,False,Buhid,Buhd,False,False
Bulgarian,bg,True,True,Cyrillic,Cyrl,True,False
Bulu,bum,True,False,Latin,Latn,True,False
Buriat,bua,True,False,Cyrillic,Cyrl,True,False
Burmese,my,True,True,Myanmar,Mymr,True,False
Bushi,buc,True,False,Latin,Latn,True,False
Caddo,cad,True,False,Latin,Latn,True,False
Cajun French,frc,True,False,Latin,Latn,True,False
Cantonese,yue,True,False,Simplified,Hans,True,False
Cantonese,yue,True,False,Traditional,Hant,True,False
Capiznon,cps,True,False,Latin,Latn,True,False
Carian,xcr,False,False,Carian,Cari,False,False
Carib,car,True,False,Latin,Latn,True,False
Catalan,ca,True,True,Latin,Latn,True,False
Cayuga,cay,True,False,Latin,Latn,True,False
Cebaara Senoufo,sef,True,False,Latin,Latn,True,False
Cebuano,ceb,True,False,Latin,Latn,True,False
Central Atlas Tamazight,tzm,True,True,Latin,Latn,True,False
Central Atlas Tamazight,tzm,True,True,Tifinagh,Tfng,True,True
Central Dusun,dtp,True,False,Latin,Latn,True,False
Central Huasteca Nahuatl,nch,True,False,Latin,Latn,True,False
Central Kurdish,ckb,True,False,Arabic,Arab,True,True
Central Mazahua,maz,True,False,Latin,Latn,True,False
Central Ojibwa,ojc,True,True,Unknown Script,Zzzz,True,False
Central Okinawan,ryu,True,False,Katakana,Kana,True,False
Central Yupik,esu,True,False,Latin,Latn,True,False
Central-Eastern Niger Fulfulde,fuq,True,False,Latin,Latn,True,False
Chadian Arabic,shu,True,True,Unknown Script,Zzzz,True,False
Chakma,ccp,True,False,Bangla,Beng,True,False
Chakma,ccp,True,False,Chakma,Cakm,True,False
Chamorro,ch,True,True,Latin,Latn,True,False
Chechen,ce,True,False,Cyrillic,Cyrl,True,False
Cherokee,chr,True,False,Cherokee,Cher,True,False
Cheyenne,chy,True,False,Latin,Latn,True,False
Chhattisgarhi,hne,True,False,Devanagari,Deva,True,False
Chickasaw,cic,True,False,Latin,Latn,True,False
Chiga,cgg,True,False,Latin,Latn,True,False
Chilcotin,clc,True,False,Latin,Latn,True,False
Chimborazo Highland Quichua,qug,True,False,Latin,Latn,True,False
Chinese,zh,True,True,Bopomofo,Bopo,True,False
Chinese,zh,True,True,Simplified,Hans,True,False
Chinese,zh,True,True,Traditional,Hant,True,False
Chinese,zh,True,True,Phags-pa,Phag,False,False
Chinook Jargon,chn,True,False,Latin,Latn,True,False
Chipewyan,chp,True,False,Latin,Latn,True,False
Chipewyan,chp,True,False,Unified Canadian Aboriginal Syllabics,Cans,True,False
Choctaw,cho,True,False,Latin,Latn,True,False
Chukot,ckt,True,False,Cyrillic,Cyrl,True,False
Church Slavic,cu,False,False,Cyrillic,Cyrl,True,False
Chuukese,chk,True,False,Latin,Latn,True,False
Chuvash,cv,True,False,Cyrillic,Cyrl,True,False
Classical Mandaic,myz,False,False,Mandaean,Mand,True,False
Colognian,ksh,True,False,Latin,Latn,True,False
Comorian,swb,True,False,Arabic,Arab,True,True
Comorian,swb,True,False,Latin,Latn,True,False
Coptic,cop,False,False,Arabic,Arab,True,True
Coptic,cop,False,False,Greek,Grek,True,False
Coptic,cop,False,False,Coptic,Copt,False,False
Cornish,kw,True,False,Latin,Latn,True,False
Corsican,co,True,False,Latin,Latn,True,False
Cree,cr,True,False,Latin,Latn,True,False
Cree,cr,True,False,Unified Canadian Aboriginal Syllabics,Cans,True,False
Crimean Tatar,crh,True,False,Cyrillic,Cyrl,True,False
Croatian,hr,True,True,Latin,Latn,True,False
Czech,cs,True,True,Latin,Latn,True,False
Dakota,dak,True,False,Latin,Latn,True,False
Dan,dnj,True,False,Latin,Latn,True,False
Dangaura Tharu,thl,True,False,Devanagari,Deva,True,False
Danish,da,True,True,Latin,Latn,True,False
Dargwa,dar,True,False,Cyrillic,Cyrl,True,False
Dazaga,dzg,True,True,Unknown Script,Zzzz,True,False
Deccan,dcc,True,False,Arabic,Arab,True,True
Delaware,del,True,False,Latin,Latn,True,False
Dinka,din,True,False,Latin,Latn,True,False
Divehi,dv,True,True,Thaana,Thaa,True,True
Dogri,doi,True,False,Arabic,Arab,True,True
Dogri,doi,True,False,Devanagari,Deva,True,False
Dogri,doi,True,False,Takri,Takr,False,False
Dogrib,dgr,True,False,Latin,Latn,True,False
Domari,rmt,True,False,Arabic,Arab,True,True
Dotyali,dty,True,False,Devanagari,Deva,True,False
Duala,dua,True,False,Latin,Latn,True,False
Dungan,dng,True,False,Cyrillic,Cyrl,True,False
Dutch,nl,True,True,Latin,Latn,True,False
Dyula,dyu,True,False,Latin,Latn,True,False
Dzongkha,dz,True,True,Tibetan,Tibt,True,False
East Futuna,fud,True,False,Latin,Latn,True,False
Eastern Canadian Inuktitut,ike,True,True,Unknown Script,Zzzz,True,False
Eastern Cham,cjm,True,False,Arabic,Arab,True,True
Eastern Cham,cjm,True,False,Cham,Cham,True,False
Eastern Frisian,frs,True,False,Latin,Latn,True,False
Eastern Huasteca Nahuatl,nhe,True,False,Latin,Latn,True,False
Eastern Kayah,eky,True,False,Kayah Li,Kali,True,False
Eastern Lawa,lwl,True,False,Thai,Thai,True,False
Eastern Magar,mgp,True,False,Devanagari,Deva,True,False
Eastern Ojibwa,ojg,True,True,Unknown Script,Zzzz,True,False
Eastern Tamang,taj,True,False,Devanagari,Deva,True,False
Eastern Tamang,taj,True,False,Tibetan,Tibt,True,False
Efik,efi,True,False,Latin,Latn,True,False
Egyptian Arabic,arz,True,False,Arabic,Arab,True,True
Ekajuk,eka,True,False,Latin,Latn,True,False
Embu,ebu,True,False,Latin,Latn,True,False
Emilian,egl,True,False,Latin,Latn,True,False
English,en,True,True,Latin,Latn,True,False
English,en,True,True,Deseret,Dsrt,False,False
English,en,True,True,Shavian,Shaw,True,False
Erzya,myv,True,False,Cyrillic,Cyrl,True,False
Esperanto,eo,False,False,Latin,Latn,True,False
Estonian,et,True,True,Latin,Latn,True,False
Etruscan,ett,False,False,Latin,Latn,True,False
Etruscan,ett,False,False,Old Italic,Ital,False,True
Evenki,evn,True,False,Cyrillic,Cyrl,True,False
Ewe,ee,True,False,Latin,Latn,True,False
Ewondo,ewo,True,False,Latin,Latn,True,False
Extremaduran,ext,True,False,Latin,Latn,True,False
Fang,fan,True,False,Latin,Latn,True,False
Fanti,fat,True,True,Unknown Script,Zzzz,True,False
Faroese,fo,True,True,Latin,Latn,True,False
Fiji Hindi,hif,True,True,Devanagari,Deva,True,False
Fiji Hindi,hif,True,True,Latin,Latn,True,False
Fijian,fj,True,True,Latin,Latn,True,False
Filipino,fil,True,True,Latin,Latn,True,False
Filipino,fil,True,True,Tagalog,Tglg,False,False
Finnish,fi,True,True,Latin,Latn,True,False
Fon,fon,True,False,Latin,Latn,True,False
Frafra,gur,True,False,Latin,Latn,True,False
French,fr,True,True,Latin,Latn,True,False
French,fr,True,True,Duployan shorthand,Dupl,False,False
Friulian,fur,True,False,Latin,Latn,True,False
Fula,ff,True,False,Adlam,Adlm,True,True
Fula,ff,True,False,Latin,Latn,True,False
Fur,fvr,True,False,Latin,Latn,True,False
Ga,gaa,True,False,Latin,Latn,True,False
Gagauz,gag,True,False,Cyrillic,Cyrl,True,False
Gagauz,gag,True,False,Latin,Latn,True,False
Galician,gl,True,False,Latin,Latn,True,False
Gan Chinese,gan,True,False,Simplified,Hans,True,False
Ganda,lg,True,False,Latin,Latn,True,False
Garhwali,gbm,True,False,Devanagari,Deva,True,False
Garo,grt,True,False,Bangla,Beng,True,False
Gayo,gay,True,False,Latin,Latn,True,False
Gbaya,gba,True,False,Latin,Latn,True,False
Geez,gez,False,False,Ethiopic,Ethi,True,False
Georgian,ka,True,True,Georgian,Geor,True,False
German,de,True,True,Latin,Latn,True,False
German,de,True,True,Runic,Runr,False,False
Gheg Albanian,aln,True,False,Latin,Latn,True,False
Ghomala,bbj,True,False,Latin,Latn,True,False
Gilaki,glk,True,False,Arabic,Arab,True,True
Gilbertese,gil,True,True,Latin,Latn,True,False
Goan Konkani,gom,True,False,Devanagari,Deva,True,False
Gondi,gon,True,False,Devanagari,Deva,True,False
Gondi,gon,True,False,Telugu,Telu,True,False
Gorontalo,gor,True,False,Latin,Latn,True,False
Gothic,got,False,False,Gothic,Goth,False,False
Grebo,grb,True,False,Latin,Latn,True,False
Greek,el,True,True,Greek,Grek,True,False
Gronings,gos,True,False,Latin,Latn,True,False
Guajajára,gub,True,False,Latin,Latn,True,False
Guarani,gn,True,True,Latin,Latn,True,False
Guianese Creole French,gcr,True,False,Latin,Latn,True,False
Gujarati,gu,True,False,Gujarati,Gujr,True,False
Gujari,gju,True,False,Arabic,Arab,True,True
Gurung,gvr,True,False,Devanagari,Deva,True,False
Gusii,guz,True,False,Latin,Latn,True,False
Gwichʼin,gwi,True,False,Latin,Latn,True,False
Hadothi,hoj,True,False,Devanagari,Deva,True,False
Haida,hai,True,False,Latin,Latn,True,False
Haitian Creole,ht,True,True,Latin,Latn,True,False
Hakka Chinese,hak,True,False,Simplified,Hans,True,False
Halkomelem,hur,True,False,Latin,Latn,True,False
Hanunoo,hnn,True,False,Latin,Latn,True,False
Hanunoo,hnn,True,False,Hanunoo,Hano,False,False
Haryanvi,bgc,True,False,Devanagari,Deva,True,False
Hausa,ha,True,False,Arabic,Arab,True,True
Hausa,ha,True,False,Latin,Latn,True,False
Hawaiian,haw,True,False,Latin,Latn,True,False
Hazaragi,haz,True,False,Arabic,Arab,True,True
Hebrew,he,True,True,Hebrew,Hebr,True,True
Herero,hz,True,False,Latin,Latn,True,False
Hiligaynon,hil,True,False,Latin,Latn,True,False
Hindi,hi,True,True,Devanagari,Deva,True,False
Hindi,hi,True,True,Latin,Latn,True,False
Hindi,hi,True,True,Mahajani,Mahj,False,False
Hiri Motu,ho,True,True,Latin,Latn,True,False
Hittite,hit,False,False,Sumero-Akkadian Cuneiform,Xsux,False,False
Hmong,hmn,True,False,Latin,Latn,True,False
Hmong,hmn,True,False,Pahawh Hmong,Hmng,False,False
Hmong Njua,hnj,True,False,Lao,Laoo,True,False
Ho,hoc,True,False,Devanagari,Deva,True,False
Ho,hoc,True,False,Varang Kshiti,Wara,False,False
Hopi,hop,True,False,Latin,Latn,True,False
Hungarian,hu,True,True,Latin,Latn,True,False
Hupa,hup,True,False,Latin,Latn,True,False
Iban,iba,True,False,Latin,Latn,True,False
Ibibio,ibb,True,False,Latin,Latn,True,False
Icelandic,is,True,True,Latin,Latn,True,False
Ifè,ife,True,False,Latin,Latn,True,False
Igbo,ig,True,False,Latin,Latn,True,False
Iloko,ilo,True,False,Latin,Latn,True,False
Inari Sami,smn,True,False,Latin,Latn,True,False
Indonesian,id,True,True,Arabic,Arab,True,True
Indonesian,id,True,True,Latin,Latn,True,False
Indus Kohistani,mvy,True,False,Arabic,Arab,True,True
Ingrian,izh,True,False,Latin,Latn,True,False
Ingush,inh,True,False,Arabic,Arab,True,True
Ingush,inh,True,False,Cyrillic,Cyrl,True,False
Ingush,inh,True,False,Latin,Latn,True,False
Innu-aimun,moe,True,False,Latin,Latn,True,False
Interlingua,ia,False,False,Latin,Latn,True,False
Interlingue,ie,False,False,Latin,Latn,True,False
Inuktitut,iu,True,False,Latin,Latn,True,False
Inuktitut,iu,True,False,Unified Canadian Aboriginal Syllabics,Cans,True,False
Inupiaq,ik,True,False,Latin,Latn,True,False
Irish,ga,True,True,Latin,Latn,True,False
Italian,it,True,True,Latin,Latn,True,False
Jamaican Creole English,jam,True,False,Latin,Latn,True,False
Japanese,ja,True,True,Japanese,Jpan,True,False
Javanese,jv,True,False,Javanese,Java,True,False
Javanese,jv,True,False,Latin,Latn,True,False
Jenaama Bozo,bze,True,False,Latin,Latn,True,False
Jju,kaj,True,False,Latin,Latn,True,False
Jola-Fonyi,dyo,True,False,Arabic,Arab,True,True
Jola-Fonyi,dyo,True,False,Latin,Latn,True,False
Judeo-Arabic,jrb,True,False,Hebrew,Hebr,True,True
Judeo-Persian,jpr,True,False,Hebrew,Hebr,True,True
Jumli,jml,True,False,Devanagari,Deva,True,False
Jutish,jut,False,False,Latin,Latn,True,False
Kabardian,kbd,True,False,Cyrillic,Cyrl,True,False
Kabuverdianu,kea,True,False,Latin,Latn,True,False
Kabyle,kab,True,False,Latin,Latn,True,False
Kachhi,kfr,True,False,Devanagari,Deva,True,False
Kachi Koli,gjk,True,False,Arabic,Arab,True,True
Kachin,kac,True,False,Latin,Latn,True,False
Kaingang,kgp,True,False,Latin,Latn,True,False
Kako,kkj,True,False,Latin,Latn,True,False
Kalaallisut,kl,True,True,Latin,Latn,True,False
Kalanga,kck,True,False,Latin,Latn,True,False
Kalenjin,kln,True,False,Latin,Latn,True,False
Kalmyk,xal,True,False,Cyrillic,Cyrl,True,False
Kalo Finnish Romani,rmf,True,False,Latin,Latn,True,False
Kamba,kam,True,False,Latin,Latn,True,False
Kanauji,bjj,True,False,Devanagari,Deva,True,False
Kanembu,kbl,True,True,Unknown Script,Zzzz,True,False
Kangri,xnr,True,False,Devanagari,Deva,True,False
Kannada,kn,True,False,Kannada,Knda,True,False
Kanuri,kr,True,False,Latin,Latn,True,False
Kara-Kalpak,kaa,True,False,Cyrillic,Cyrl,True,False
Karachay-Balkar,krc,True,False,Cyrillic,Cyrl,True,False
Karelian,krl,True,False,Latin,Latn,True,False
Kashmiri,ks,True,False,Arabic,Arab,True,True
Kashmiri,ks,True,False,Devanagari,Deva,True,False
Kashubian,csb,True,False,Latin,Latn,True,False
Kathoriya Tharu,tkt,True,False,Devanagari,Deva,True,False
Kazakh,kk,True,True,Arabic,Arab,True,True
Kazakh,kk,True,True,Cyrillic,Cyrl,True,False
Kenyang,ken,True,True,Unknown Script,Zzzz,True,False
Kerinci,kvr,True,False,Latin,Latn,True,False
Kɛlɛngaxo Bozo,bzx,True,False,Latin,Latn,True,False
Khakas,kjh,True,False,Cyrillic,Cyrl,True,False
Khamti,kht,True,False,Myanmar,Mymr,True,False
Khandesi,khn,True,False,Devanagari,Deva,True,False
Khanty,kca,True,False,Cyrillic,Cyrl,True,False
Khasi,kha,True,False,Bangla,Beng,True,False
Khasi,kha,True,False,Latin,Latn,True,False
Khmer,km,True,True,Khmer,Khmr,True,False
Khmu,kjg,True,False,Lao,Laoo,True,False
Khmu,kjg,True,False,Latin,Latn,True,False
Khowar,khw,True,False,Arabic,Arab,True,True
Kikuyu,ki,True,False,Latin,Latn,True,False
Kimbundu,kmb,True,False,Latin,Latn,True,False
Kinaray-a,krj,True,False,Latin,Latn,True,False
Kinyarwanda,rw,True,True,Latin,Latn,True,False
Kirmanjki,kiu,True,False,Latin,Latn,True,False
Kita Maninkakan,mwk,True,False,Latin,Latn,True,False
Kochila Tharu,thq,True,False,Devanagari,Deva,True,False
Kom,bkm,True,False,Latin,Latn,True,False
Komering,kge,True,False,Latin,Latn,True,False
Komi,kv,True,False,Cyrillic,Cyrl,True,False
Komi,kv,True,False,Old Permic,Perm,False,False
Komi-Permyak,koi,True,False,Cyrillic,Cyrl,True,False
Kongo,kg,True,False,Latin,Latn,True,False
Konkani,kok,True,False,Devanagari,Deva,True,False
Korean,ko,True,True,Korean,Kore,True,False
Koro,kfo,True,False,Latin,Latn,True,False
Koro Wachi,bqv,True,False,Latin,Latn,True,False
Koryak,kpy,True,False,Cyrillic,Cyrl,True,False
Kosraean,kos,True,False,Latin,Latn,True,False
Kotava,avk,False,False,Latin,Latn,True,False
Koyra Chiini,khq,True,False,Latin,Latn,True,False
Koyraboro Senni,ses,True,False,Latin,Latn,True,False
Kpelle,kpe,True,False,Latin,Latn,True,False
Krio,kri,True,False,Latin,Latn,True,False
Kuanyama,kj,True,False,Latin,Latn,True,False
Kumaoni,kfy,True,False,Devanagari,Deva,True,False
Kumyk,kum,True,False,Cyrillic,Cyrl,True,False
Kurdish,ku,True,False,Arabic,Arab,True,True
Kurdish,ku,True,False,Cyrillic,Cyrl,True,False
Kurdish,ku,True,False,Latin,Latn,True,False
Kurukh,kru,True,False,Devanagari,Deva,True,False
Kutenai,kut,True,False,Latin,Latn,True,False
Kuvi,kxv,True,False,Devanagari,Deva,True,False
Kuvi,kxv,True,False,Latin,Latn,True,False
Kuvi,kxv,True,False,Odia,Orya,True,False
Kuvi,kxv,True,False,Telugu,Telu,True,False
Kuy,kdt,True,False,Thai,Thai,True,False
Kwakʼwala,kwk,True,False,Latin,Latn,True,False
Kwasio,nmg,True,False,Latin,Latn,True,False
Kyrgyz,ky,True,True,Arabic,Arab,True,True
Kyrgyz,ky,True,True,Cyrillic,Cyrl,True,False
Kyrgyz,ky,True,True,Latin,Latn,True,False
Kʼicheʼ,quc,True,False,Latin,Latn,True,False
Ladino,lad,True,False,Hebrew,Hebr,True,True
Lak,lbe,True,False,Cyrillic,Cyrl,True,False
Laki,lki,True,False,Arabic,Arab,True,True
Lakota,lkt,True,False,Latin,Latn,True,False
Lamba,lam,True,False,Latin,Latn,True,False
Lambadi,lmn,True,False,Telugu,Telu,True,False
Lampung Api,ljp,True,False,Latin,Latn,True,False
Langi,lag,True,False,Latin,Latn,True,False
Lango (Uganda),laj,True,False,Latin,Latn,True,False
Lao,lo,True,True,Lao,Laoo,True,False
Large Flowery Miao,hmd,True,False,Pollard Phonetic,Plrd,True,False
Latgalian,ltg,True,False,Latin,Latn,True,False
Latin,la,False,False,Latin,Latn,True,False
Latvian,lv,True,True,Latin,Latn,True,False
Laz,lzz,True,False,Georgian,Geor,True,False
Laz,lzz,True,False,Latin,Latn,True,False
Lepcha,lep,True,False,Lepcha,Lepc,True,False
Levantine Arabic,apc,True,True,Unknown Script,Zzzz,True,False
Lezghian,lez,True,False,Cyrillic,Cyrl,True,False
Lezghian,lez,True,False,Caucasian Albanian,Aghb,False,False
Ligurian,lij,True,False,Latin,Latn,True,False
Lillooet,lil,True,False,Latin,Latn,True,False
Limbu,lif,True,False,Devanagari,Deva,True,False
Limbu,lif,True,False,Limbu,Limb,True,False
Limburgish,li,True,False,Latin,Latn,True,False
Linear A,lab,False,False,Linear A,Lina,False,False
Lingala,ln,True,False,Latin,Latn,True,False
Lingua Franca Nova,lfn,False,False,Cyrillic,Cyrl,True,False
Lingua Franca Nova,lfn,False,False,Latin,Latn,True,False
Lisu,lis,True,False,Fraser,Lisu,True,False
Literary Chinese,lzh,False,False,Simplified,Hans,True,False
Lithuanian,lt,True,True,Latin,Latn,True,False
Livonian,liv,True,False,Latin,Latn,True,False
Lombard,lmo,True,False,Latin,Latn,True,False
Lomwe,ngl,True,False,Latin,Latn,True,False
Louisiana Creole,lou,True,True,Unknown Script,Zzzz,True,False
Low German,nds,True,False,Latin,Latn,True,False
Lower Silesian,sli,True,False,Latin,Latn,True,False
Lower Sorbian,dsb,True,False,Latin,Latn,True,False
Lozi,loz,True,False,Latin,Latn,True,False
Lü,khb,True,False,New Tai Lue,Talu,True,False
Luba-Katanga,lu,True,False,Latin,Latn,True,False
Luba-Lulua,lua,True,False,Latin,Latn,True,False
Luiseno,lui,False,False,Latin,Latn,True,False
Lule Sami,smj,True,False,Latin,Latn,True,False
Lunda,lun,True,False,Latin,Latn,True,False
Luo,luo,True,False,Latin,Latn,True,False
Lushootseed,lut,True,False,Latin,Latn,True,False
Luxembourgish,lb,True,True,Latin,Latn,True,False
Luyia,luy,True,False,Latin,Latn,True,False
Lycian,xlc,False,False,Lycian,Lyci,False,False
Lydian,xld,False,False,Lydian,Lydi,False,True
Maasina Fulfulde,ffm,True,False,Latin,Latn,True,False
Maba,mde,True,True,Unknown Script,Zzzz,True,False
Macedonian,mk,True,True,Cyrillic,Cyrl,True,False
Machame,jmc,True,False,Latin,Latn,True,False
Madurese,mad,True,False,Latin,Latn,True,False
Mafa,maf,True,False,Latin,Latn,True,False
Magahi,mag,True,False,Devanagari,Deva,True,False
Maguindanaon,mdh,True,False,Latin,Latn,True,False
Main-Franconian,vmf,True,False,Latin,Latn,True,False
Maithili,mai,True,False,Devanagari,Deva,True,False
Maithili,mai,True,False,Tirhuta,Tirh,False,False
Makasar,mak,True,False,Latin,Latn,True,False
Makasar,mak,True,False,Buginese,Bugi,False,False
Makhuwa,vmw,True,False,Latin,Latn,True,False
Makhuwa-Meetto,mgh,True,False,Latin,Latn,True,False
Makonde,kde,True,False,Latin,Latn,True,False
Malagasy,mg,True,True,Latin,Latn,True,False
Malay,ms,True,True,Arabic,Arab,True,True
Malay,ms,True,True,Latin,Latn,True,False
Malayalam,ml,True,False,Malayalam,Mlym,True,False
Maliseet-Passamaquoddy,pqm,True,False,Latin,Latn,True,False
Maltese,mt,True,True,Latin,Latn,True,False
Manchu,mnc,True,False,Mongolian,Mong,False,False
Mandar,mdr,True,False,Latin,Latn,True,False
Mandar,mdr,True,False,Buginese,Bugi,False,False
Mandingo,man,True,False,Latin,Latn,True,False
Mandingo,man,True,False,N’Ko,Nkoo,True,True
Manichaean Middle Persian,xmn,False,False,Manichaean,Mani,False,False
Manipuri,mni,True,False,Bangla,Beng,True,False
Manipuri,mni,True,False,Meitei Mayek,Mtei,True,False
Mansi,mns,True,False,Cyrillic,Cyrl,True,False
Manx,gv,True,True,Latin,Latn,True,False
Manyika,mxc,True,False,Latin,Latn,True,False
Māori,mi,True,True,Latin,Latn,True,False
Mapuche,arn,True,False,Latin,Latn,True,False
Marathi,mr,True,False,Devanagari,Deva,True,False
Marathi,mr,True,False,Modi,Modi,False,False
Mari,chm,True,False,Cyrillic,Cyrl,True,False
Marshallese,mh,True,True,Latin,Latn,True,False
Marwari,mwr,True,False,Devanagari,Deva,True,False
Masaaba,myx,True,False,Latin,Latn,True,False
Masai,mas,True,False,Latin,Latn,True,False
Masalit,mls,True,False,Latin,Latn,True,False
Mazanderani,mzn,True,False,Arabic,Arab,True,True
Mbere,mdt,True,False,Latin,Latn,True,False
Mbunga,mgy,True,False,Latin,Latn,True,False
Medumba,byv,True,False,Latin,Latn,True,False
Mende,men,True,False,Latin,Latn,True,False
Mende,men,True,False,Mende,Mend,False,True
Mentawai,mwv,True,False,Latin,Latn,True,False
Meroitic,xmr,False,False,Meroitic Cursive,Merc,False,False
Meru,mer,True,False,Latin,Latn,True,False
Metaʼ,mgo,True,False,Latin,Latn,True,False
Mewari,mtr,True,False,Devanagari,Deva,True,False
Mewati,wtm,True,False,Devanagari,Deva,True,False
Mi'kmaw,mic,True,False,Latin,Latn,True,False
Michif,crg,True,False,Latin,Latn,True,False
Middle Dutch,dum,False,False,Latin,Latn,True,False
Middle English,enm,False,False,Latin,Latn,True,False
Middle French,frm,False,False,Latin,Latn,True,False
Middle High German,gmh,False,False,Latin,Latn,True,False
Min Nan Chinese,nan,True,False,Simplified,Hans,True,False
Minangkabau,min,True,False,Latin,Latn,True,False
Mingrelian,xmf,True,False,Georgian,Geor,True,False
Mirandese,mwl,True,False,Latin,Latn,True,False
Mizo,lus,True,False,Bangla,Beng,True,False
Mohawk,moh,True,False,Latin,Latn,True,False
Moksha,mdf,True,False,Cyrillic,Cyrl,True,False
Mon,mnw,True,False,Myanmar,Mymr,True,False
Mongo,lol,True,False,Latin,Latn,True,False
Mongolian,mn,True,True,Cyrillic,Cyrl,True,False
Mongolian,mn,True,True,Mongolian,Mong,False,False
Mongolian,mn,True,True,Phags-pa,Phag,True,False
Moose Cree,crm,True,False,Unified Canadian Aboriginal Syllabics,Cans,True,False
Morisyen,mfe,True,False,Latin,Latn,True,False
Moroccan Arabic,ary,True,False,Arabic,Arab,True,True
Mossi,mos,True,False,Latin,Latn,True,False
Mru,mro,True,False,Latin,Latn,True,False
Mru,mro,True,False,Mro,Mroo,False,False
Munda,unx,True,False,Bangla,Beng,True,False
Munda,unx,True,False,Devanagari,Deva,True,False
Mundang,mua,True,False,Latin,Latn,True,False
Mundari,unr,True,False,Bangla,Beng,True,False
Mundari,unr,True,False,Devanagari,Deva,True,False
Muscogee,mus,True,False,Latin,Latn,True,False
Muslim Tat,ttt,True,False,Arabic,Arab,True,True
Muslim Tat,ttt,True,False,Cyrillic,Cyrl,True,False
Muslim Tat,ttt,True,False,Latin,Latn,True,False
Myene,mye,True,True,Unknown Script,Zzzz,True,False
N’Ko,nqo,True,False,N’Ko,Nkoo,True,True
Najdi Arabic,ars,True,False,Arabic,Arab,True,True
Nama,naq,True,False,Latin,Latn,True,False
Nanai,gld,True,False,Cyrillic,Cyrl,True,False
Naskapi,nsk,True,False,Latin,Latn,True,False
Naskapi,nsk,True,False,Unified Canadian Aboriginal Syllabics,Cans,True,False
Nauru,na,True,True,Latin,Latn,True,False
Navajo,nv,True,False,Latin,Latn,True,False
