language_code,language_name,local_name,iso639_1,iso639_2_t,iso639_2_b,scripts,script_codes,primary_script,primary_script_code,directionality,directionality_wikimedia,modern_language,is_official,n_scripts,in_iso639_1,in_iso639_2,in_wikimedia,is_group_iso639_2,sources,cldr_version,iso639_5_direct,iso639_5_family,family_name,subfamily_name
tsi,Tsimshian,,,tsi,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nai,nai,North American Indian languages,North American Indian languages
tsj,Tshangla,,,,,Tibt,Tibt,Tibt,Tibt,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
tt,Tatar,Tatarça,tt,tat,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,trk,tut,Altaic languages,Turkic languages
ttj,Tooro,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
ttm,Northern Tutchone,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,nai,nai,North American Indian languages,North American Indian languages
tts,Northeastern Thai,,,,,Thai,Thai,Thai,Thai,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,tai,tai,Tai-Kadai languages,Tai-Kadai languages
ttt,Muslim Tat,,,,,Latn|Arab|Cyrl,Latn|Arab|Cyrl,Latn,Latn,ltr,,True,False,3,False,False,False,False,cldr,48.2.0,ira,ine,Indo-European languages,Iranian languages
tum,Tumbuka,chiTumbuka,,tum,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
tvl,Tuvalu,,,tvl,,Latn,Latn,Latn,Latn,ltr,,True,True,1,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages
tw,Twi,Twi,tw,twi,,,,,,ltr,ltr,True,False,0,True,True,True,False,wikimedia_only|iso639_1|iso639_2,,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
twq,Tasawaq,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages
ty,Tahitian,Reo Mā`ohi,ty,tah,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages
tyv,Tuvinian,,,tyv,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,trk,tut,Altaic languages,Turkic languages
tzm,Central Atlas Tamazight,,,,,Latn|Tfng,Latn|Tfng,Latn,Latn,ltr,,True,True,2,False,False,False,False,cldr,48.2.0,ber,afa,Afro-Asiatic languages,Berber languages
ude,Udihe,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,tut,tut,Altaic languages,Altaic languages
udm,Udmurt,Удмурт кыл,,udm,,Cyrl|Latn,Cyrl|Latn,Cyrl,Cyrl,ltr,ltr,True,False,2,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages
ug,Uyghur,Uyƣurqə / ئۇيغۇرچە,ug,uig,,Arab|Cyrl|Latn,Arab|Cyrl|Latn,Arab,Arab,rtl,ltr,True,False,3,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,trk,tut,Altaic languages,Turkic languages
uga,Ugaritic,,,uga,,Ugar,Ugar,Ugar,Ugar,ltr,,False,False,1,False,True,False,False,cldr|iso639_2,48.2.0,sem,afa,Afro-Asiatic languages,Semitic languages
uk,Ukrainian,Українська,uk,ukr,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sla,ine,Indo-European languages,Slavic languages
uli,Ulithian,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages
umb,Umbundu,,,umb,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
unr,Mundari,,,,,Beng|Deva,Beng|Deva,Beng,Beng,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,aav,aav,Austro-Asiatic languages,Austro-Asiatic languages
unx,Munda,,,,,Beng|Deva,Beng|Deva,Beng,Beng,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,aav,aav,Austro-Asiatic languages,Austro-Asiatic languages
ur,Urdu,اردو,ur,urd,,Arab,Arab,Arab,Arab,rtl,rtl,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
uz,Uzbek,Ўзбек,uz,uzb,,Latn|Cyrl|Arab,Latn|Cyrl|Arab,Latn,Latn,ltr,ltr,True,True,3,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,trk,tut,Altaic languages,Turkic languages
uz_AF,Uzbeki Afghanistan,اوزبیکی,,,,,,,,rtl,rtl,True,False,0,False,False,True,False,wikimedia_only,,trk,tut,Altaic languages,Turkic languages
vai,Vai,,,vai,,Vaii|Latn,Vaii|Latn,Vaii,Vaii,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
ve,Venda,Tshivenḓa,ve,ven,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
vec,Venetian,Vèneto,,,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,False,True,False,cldr|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages
vep,Veps,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages
vi,Vietnamese,Tiếng Việt,vi,vie,,Latn|Hani,Latn|Hani,Latn,Latn,ltr,ltr,True,True,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,mkh,aav,Austro-Asiatic languages,Mon-Khmer languages
vic,Virgin Islands Creole English,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,crp,crp,Creoles and pidgins,Creoles and pidgins
vls,West Flemish,West-Vlaoms,,,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,False,True,False,cldr|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages
vmf,Main-Franconian,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,gem,ine,Indo-European languages,Germanic languages
vmw,Makhuwa,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
vo,Volapük,Volapük,vo,vol,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,art,art,Artificial languages,Artificial languages
vot,Votic,,,vot,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages
vro,Võro,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages
vun,Vunjo,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
wa,Walloon,Walon,wa,wln,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages
wae,Walser,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,gem,ine,Indo-European languages,Germanic languages
wal,Wolaytta,Wolayttattuwa,,wal,,Ethi,Ethi,Ethi,Ethi,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,afa,afa,Afro-Asiatic languages,Afro-Asiatic languages
war,Waray,Winaray / Binisaya Lineyte-Samarnon,,war,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages
was,Washo,,,was,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,,,Language isolate,Language isolate
wbp,Warlpiri,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,aus,aus,Australian languages,Australian languages
wbq,Waddar,,,,,Telu,Telu,Telu,Telu,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
wbr,Wagdi,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
wls,Wallisian,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages
wni,Ndzwani Comorian,,,,,Arab,Arab,Arab,Arab,rtl,,True,True,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
wo,Wolof,Wollof,wo,wol,,Latn|Arab,Latn|Arab,Latn,Latn,ltr,ltr,True,True,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
wtm,Mewati,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
wuu,Wu Chinese,,,,,Hans,Hans,Hans,Hans,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
xal,Kalmyk,Хальмг,,xal,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,xgn,tut,Altaic languages,Mongolian languages
xav,Xavánte,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sai,sai,South American Indian languages,South American Indian languages
xcr,Carian,,,,,Cari,Cari,Cari,Cari,ltr,,False,False,1,False,False,False,False,cldr,48.2.0,ine,ine,Indo-European languages,Indo-European languages
xh,Xhosa,isiXhosa,xh,xho,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
xlc,Lycian,,,,,Lyci,Lyci,Lyci,Lyci,ltr,,False,False,1,False,False,False,False,cldr,48.2.0,ine,ine,Indo-European languages,Indo-European languages
xld,Lydian,,,,,Lydi,Lydi,Lydi,Lydi,rtl,,False,False,1,False,False,False,False,cldr,48.2.0,ine,ine,Indo-European languages,Indo-European languages
xmf,Mingrelian,მარგალური,,,,Geor,Geor,Geor,Geor,ltr,ltr,True,False,1,False,False,True,False,cldr|wikimedia,48.2.0,ccs,cau,Caucasian languages,South Caucasian languages
xmn,Manichaean Middle Persian,,,,,Mani,Mani,Mani,Mani,ltr,,False,False,1,False,False,False,False,cldr,48.2.0,ira,ine,Indo-European languages,Iranian languages
xmr,Meroitic,,,,,Merc,Merc,Merc,Merc,ltr,,False,False,1,False,False,False,False,cldr,48.2.0,,,Language isolate,Language isolate
xna,Ancient North Arabian,,,,,Narb,Narb,Narb,Narb,rtl,,False,False,1,False,False,False,False,cldr,48.2.0,sem,afa,Afro-Asiatic languages,Semitic languages
xnr,Kangri,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
xog,Soga,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
xpr,Parthian,,,,,Prti,Prti,Prti,Prti,rtl,,False,False,1,False,False,False,False,cldr,48.2.0,ira,ine,Indo-European languages,Iranian languages
xsa,Sabaean,,,,,Sarb,Sarb,Sarb,Sarb,rtl,,False,False,1,False,False,False,False,cldr,48.2.0,sem,afa,Afro-Asiatic languages,Semitic languages
xsr,Sherpa,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
xum,Umbrian,,,,,Latn|Ital,Latn|Ital,Latn,Latn,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,ine,ine,Indo-European languages,Indo-European languages
yao,Yao,,,yao,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
yap,Yapese,,,yap,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages
yav,Yangben,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
ybb,Yemba,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
yi,Yiddish,ייִדיש,yi,yid,,Hebr,Hebr,Hebr,Hebr,rtl,rtl,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages
yo,Yoruba,Yorùbá,yo,yor,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
yrk,Nenets,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages
yrl,Nheengatu,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sai,sai,South American Indian languages,South American Indian languages
yua,Yucateco,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,cai,cai,Central American Indian languages,Central American Indian languages
yue,Cantonese,,,,,Hant|Hans,Hant|Hans,Hant,Hant,ltr,,True,True,2,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
za,Zhuang,Cuengh / Tôô / 壮语,za,zha,,Latn|Hans,Latn|Hans,Latn,Latn,ltr,ltr,True,False,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,tai,tai,Tai-Kadai languages,Tai-Kadai languages
zag,Zaghawa,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages
zap,Zapotec,,,zap,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,cai,cai,Central American Indian languages,Central American Indian languages
zbl,Blissymbols,,,zbl,,,,,,ltr,,True,False,0,False,True,False,False,loc_only,,art,art,Artificial languages,Artificial languages
zdj,Ngazidja Comorian,,,,,Arab,Arab,Arab,Arab,rtl,,True,True,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
zea,Zeelandic,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,gem,ine,Indo-European languages,Germanic languages
zen,Zenaga,,,zen,,Tfng,Tfng,Tfng,Tfng,rtl,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,ber,afa,Afro-Asiatic languages,Berber languages
zg,Moroccan Amazigh,ⵜⴰⵎⴰⵣⵉⵖⵜ,zg,,,,,,,ltr,ltr,True,False,0,True,False,True,False,wikimedia_only|iso639_1,,ber,afa,Afro-Asiatic languages,Berber languages
zgh,Standard Moroccan Tamazight,,,zgh,,Tfng,Tfng,Tfng,Tfng,rtl,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,ber,afa,Afro-Asiatic languages,Berber languages
zh,Chinese,中文,zh,zho,chi,Hans|Hant|Bopo|Latn|Phag,Hans|Hant|Bopo|Latn|Phag,Hans,Hans,ltr,ltr,True,True,5,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
zh-classical,Classical Chinese,文言,,,,,,,,ltr,ltr,True,False,0,False,False,True,False,wikimedia_only,,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
zh-min-nan,Minnan,Bân-lâm-gú,,,,,,,,ltr,ltr,True,False,0,False,False,True,False,wikimedia_only,,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
zh-tw,Traditional Chinese,‪中文(台灣)‬,,,,,,,,ltr,ltr,True,False,0,False,False,True,False,wikimedia_only,,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
zh-yue,Cantonese,粵語 / 粤语,,,,,,,,ltr,ltr,True,False,0,False,False,True,False,wikimedia_only,,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
zmi,Negeri Sembilan Malay,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages
zu,Zulu,isiZulu,zu,zul,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
zun,Zuni,,,zun,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,,,Language isolate,Language isolate
zza,Zaza,,,zza,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,ira,ine,Indo-European languages,Iranian languages
