language_code,language_name,local_name,iso639_1,iso639_2_t,iso639_2_b,scripts,script_codes,primary_script,primary_script_code,directionality,directionality_wikimedia,modern_language,is_official,n_scripts,in_iso639_1,in_iso639_2,in_wikimedia,is_group_iso639_2,sources,cldr_version,iso639_5_direct,iso639_5_family,family_name,subfamily_name
hmn,Hmong,,,hmn,,Latn|Hmng,Latn|Hmng,Latn,Latn,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,hmx,hmx,Hmong-Mien languages,Hmong-Mien languages
hnd,Southern Hindko,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
hne,Chhattisgarhi,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
hnj,Hmong Njua,,,,,Laoo,Laoo,Laoo,Laoo,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,hmx,hmx,Hmong-Mien languages,Hmong-Mien languages
hnn,Hanunoo,,,,,Latn|Hano,Latn|Hano,Latn,Latn,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages
hno,Northern Hindko,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
ho,Hiri Motu,Hiri Motu,ho,hmo,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,crp,crp,Creoles and pidgins,Creoles and pidgins
hoc,Ho,,,,,Deva|Wara,Deva|Wara,Deva,Deva,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,aav,aav,Austro-Asiatic languages,Austro-Asiatic languages
hoj,Hadothi,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
hop,Hopi,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nai,nai,North American Indian languages,North American Indian languages
hr,Croatian,Hrvatski,hr,hrv,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sla,ine,Indo-European languages,Slavic languages
hsb,Upper Sorbian,,,hsb,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages
hsn,Xiang Chinese,,,,,Hans,Hans,Hans,Hans,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
ht,Haitian Creole,Krèyol ayisyen,ht,hat,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages
hu,Hungarian,Magyar,hu,hun,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages
hup,Hupa,,,hup,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nai,nai,North American Indian languages,North American Indian languages
hur,Halkomelem,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nai,nai,North American Indian languages,North American Indian languages
hy,Armenian,Հայերեն,hy,hye,arm,Armn,Armn,Armn,Armn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,hyx,hyx,Armenian languages,Armenian languages
hz,Herero,Otsiherero,hz,her,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
ia,Interlingua,Interlingua,ia,ina,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,art,art,Artificial languages,Artificial languages
iba,Iban,,,iba,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages
ibb,Ibibio,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
id,Indonesian,Bahasa Indonesia,id,ind,,Latn|Arab,Latn|Arab,Latn,Latn,ltr,ltr,True,True,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages
ie,Interlingue,Interlingue,ie,ile,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,art,art,Artificial languages,Artificial languages
ife,Ifè,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
ig,Igbo,Igbo,ig,ibo,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
ii,Sichuan Yi,ꆇꉙ / 四川彝语,ii,iii,,Yiii|Latn,Yiii|Latn,Yiii,Yiii,ltr,ltr,True,False,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
ik,Inupiaq,Iñupiak,ik,ipk,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,nai,nai,North American Indian languages,North American Indian languages
ike,Eastern Canadian Inuktitut,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,esx,esx,Eskimo-Aleut languages,Eskimo-Aleut languages
ikt,Western Canadian Inuktitut,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,esx,esx,Eskimo-Aleut languages,Eskimo-Aleut languages
ilo,Iloko,Ilokano,,ilo,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages
inh,Ingush,ГӀалгӀай,,inh,,Cyrl|Arab|Latn,Cyrl|Arab|Latn,Cyrl,Cyrl,ltr,ltr,True,False,3,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,ccn,cau,Caucasian languages,North Caucasian languages
io,Ido,Ido,io,ido,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,art,art,Artificial languages,Artificial languages
is,Icelandic,Íslenska,is,isl,ice,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages
it,Italian,Italiano,it,ita,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages
iu,Inuktitut,ᐃᓄᒃᑎᑐᑦ,iu,iku,,Cans|Latn,Cans|Latn,Cans,Cans,ltr,ltr,True,False,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,esx,esx,Eskimo-Aleut languages,Eskimo-Aleut languages
izh,Ingrian,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages
ja,Japanese,日本語,ja,jpn,,Jpan,Jpan,Jpan,Jpan,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,jpx,jpx,Japonic languages,Japonic languages
jam,Jamaican Creole English,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,crp,crp,Creoles and pidgins,Creoles and pidgins
jbo,Lojban,Lojban,,jbo,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,art,art,Artificial languages,Artificial languages
jgo,Ngomba,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
jmc,Machame,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
jml,Jumli,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
jpr,Judeo-Persian,,,jpr,,Hebr,Hebr,Hebr,Hebr,rtl,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
jrb,Judeo-Arabic,,,jrb,,Hebr,Hebr,Hebr,Hebr,rtl,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,sem,afa,Afro-Asiatic languages,Semitic languages
jut,Jutish,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,gem,ine,Indo-European languages,Germanic languages
jv,Javanese,Basa Jawa,jv,jav,,Latn|Java,Latn|Java,Latn,Latn,ltr,ltr,True,False,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages
ka,Georgian,ქართული,ka,kat,geo,Geor,Geor,Geor,Geor,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,ccs,cau,Caucasian languages,South Caucasian languages
kaa,Kara-Kalpak,,,kaa,,Cyrl|Latn,Cyrl|Latn,Cyrl,Cyrl,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,trk,tut,Altaic languages,Turkic languages
kab,Kabyle,,,kab,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,ber,afa,Afro-Asiatic languages,Berber languages
kac,Kachin,,,kac,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
kaj,Jju,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
kam,Kamba,,,kam,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
kao,Xaasongaxango,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
kaw,Kawi,,,kaw,,Bali|Java|Kawi,Bali|Java|Kawi,Bali,Bali,ltr,,True,False,3,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages
kbd,Kabardian,,,kbd,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,ccn,cau,Caucasian languages,North Caucasian languages
kbl,Kanembu,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages
kca,Khanty,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages
kcg,Tyap,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
kck,Kalanga,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
kde,Makonde,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
kdt,Kuy,,,,,Thai,Thai,Thai,Thai,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,aav,aav,Austro-Asiatic languages,Austro-Asiatic languages
kea,Kabuverdianu,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,crp,crp,Creoles and pidgins,Creoles and pidgins
ken,Kenyang,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
kfo,Koro,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
kfr,Kachhi,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
kfy,Kumaoni,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
kg,Kongo,KiKongo,kg,kon,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
kge,Komering,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages
kgp,Kaingang,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sai,sai,South American Indian languages,South American Indian languages
kha,Khasi,,,kha,,Latn|Beng,Latn|Beng,Latn,Latn,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,aav,aav,Austro-Asiatic languages,Austro-Asiatic languages
khb,Lü,,,,,Talu,Talu,Talu,Talu,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,tai,tai,Tai-Kadai languages,Tai-Kadai languages
khn,Khandesi,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
kho,Khotanese,,,kho,,,,,,ltr,,True,False,0,False,True,False,False,loc_only,,ira,ine,Indo-European languages,Iranian languages
khq,Koyra Chiini,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages
kht,Khamti,,,,,Mymr,Mymr,Mymr,Mymr,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
khw,Khowar,کھوار,,,,Arab,Arab,Arab,Arab,rtl,rtl,True,False,1,False,False,True,False,cldr|wikimedia,48.2.0,ira,ine,Indo-European languages,Iranian languages
ki,Kikuyu,Gĩkũyũ,ki,kik,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
kiu,Kirmanjki,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ira,ine,Indo-European languages,Iranian languages
kj,Kuanyama,Kuanyama,kj,kua,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
kjg,Khmu,,,,,Laoo|Latn,Laoo|Latn,Laoo,Laoo,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,aav,aav,Austro-Asiatic languages,Austro-Asiatic languages
kjh,Khakas,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,trk,tut,Altaic languages,Turkic languages
kk,Kazakh,Қазақша,kk,kaz,,Cyrl|Arab,Cyrl|Arab,Cyrl,Cyrl,ltr,ltr,True,True,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,trk,tut,Altaic languages,Turkic languages
kkj,Kako,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
kl,Kalaallisut,Kalaallisut,kl,kal,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,nai,nai,North American Indian languages,North American Indian languages
kln,Kalenjin,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages
km,Khmer,ភាសាខ្មែរ,km,khm,,Khmr,Khmr,Khmr,Khmr,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,mkh,aav,Austro-Asiatic languages,Mon-Khmer languages
kmb,Kimbundu,,,kmb,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
kn,Kannada,ಕನ್ನಡ,kn,kan,,Knda,Knda,Knda,Knda,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,dra,dra,Dravidian languages,Dravidian languages
knf,Mankanya,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
knn,Konkani (individual language),,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
ko,Korean,한국어,ko,kor,,Kore,Kore,Kore,Kore,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,isolate,isolate,Language isolate,Language isolate
koi,Komi-Permyak,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages
kok,Konkani,,,kok,,Deva|Latn,Deva|Latn,Deva,Deva,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
kos,Kosraean,,,kos,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages
kpe,Kpelle,,,kpe,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
kpy,Koryak,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,,,Chukotko-Kamchatkan languages,Chukotko-Kamchatkan languages
kr,Kanuri,Kanuri,kr,kau,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages
krc,Karachay-Balkar,,,krc,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,trk,tut,Altaic languages,Turkic languages
kri,Krio,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,crp,crp,Creoles and pidgins,Creoles and pidgins
krj,Kinaray-a,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages
krl,Karelian,,,krl,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages
kro,Kru languages,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,kro,nic,Niger-Kordofanian languages,Kru languages
kru,Kurukh,,,kru,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,dra,dra,Dravidian languages,Dravidian languages
ks,Kashmiri,कॉशुर / کٲشُر,ks,kas,,Arab|Deva,Arab|Deva,Arab,Arab,rtl,rtl,True,False,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
ksb,Shambala,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
ksf,Bafia,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
ksh,Colognian,Ripoarisch,,,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,False,True,False,cldr|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages
ku,Kurdish,Kurdî,ku,kur,,Latn|Arab|Cyrl,Latn|Arab|Cyrl,Latn,Latn,ltr,ltr,True,False,3,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,ira,ine,Indo-European languages,Iranian languages
kum,Kumyk,,,kum,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,trk,tut,Altaic languages,Turkic languages
kut,Kutenai,,,kut,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,,,Language isolate,Language isolate
kv,Komi,Коми,kv,kom,,Cyrl|Perm,Cyrl|Perm,Cyrl,Cyrl,ltr,ltr,True,False,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages
kvr,Kerinci,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages
kvx,Parkari Koli,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
kw,Cornish,Kernewek,kw,cor,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,cel,ine,Indo-European languages,Celtic languages
kwk,Kwakʼwala,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nai,nai,North American Indian languages,North American Indian languages
kxm,Northern Khmer,,,,,Thai,Thai,Thai,Thai,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,aav,aav,Austro-Asiatic languages,Austro-Asiatic languages
kxp,Wadiyara Koli,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
kxv,Kuvi,,,,,Latn|Deva|Orya|Telu,Latn|Deva|Orya|Telu,Latn,Latn,ltr,,True,False,4,False,False,False,False,cldr,48.2.0,dra,dra,Dravidian languages,Dravidian languages
ky,Kyrgyz,Kırgızca / Кыргызча,ky,kir,,Cyrl|Arab|Latn,Cyrl|Arab|Latn,Cyrl,Cyrl,ltr,ltr,True,True,3,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,trk,tut,Altaic languages,Turkic languages
kyu,Western Kayah,,,,,Kali,Kali,Kali,Kali,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
la,Latin,Latina,la,lat,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages
lab,Linear A,,,,,Lina,Lina,Lina,Lina,ltr,,False,False,1,False,False,False,False,cldr,48.2.0,,,Undeciphered script,Undeciphered script
lad,Ladino,Dzhudezmo / Djudeo-Espanyol,,lad,,Hebr,Hebr,Hebr,Hebr,rtl,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages
lag,Langi,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
lah,Western Panjabi,,,lah,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
laj,Lango (Uganda),,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages
lam,Lamba,,,lam,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
lan,Lango,Leb Lango / Luo,,,,,,,,ltr,ltr,True,False,0,False,False,True,False,wikimedia_only,,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages
lb,Luxembourgish,Lëtzebuergesch,lb,ltz,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages
lbe,Lak,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ccn,cau,Caucasian languages,North Caucasian languages
lbw,Tolaki,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages
lcp,Western Lawa,,,,,Thai,Thai,Thai,Thai,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,aav,aav,Austro-Asiatic languages,Austro-Asiatic languages
len,Lenca,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,cai,cai,Central American Indian languages,Central American Indian languages
lep,Lepcha,,,,,Lepc,Lepc,Lepc,Lepc,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
lez,Lezghian,,,lez,,Cyrl|Aghb,Cyrl|Aghb,Cyrl,Cyrl,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,ccn,cau,Caucasian languages,North Caucasian languages
lfn,Lingua Franca Nova,,,,,Latn|Cyrl,Latn|Cyrl,Latn,Latn,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,art,art,Artificial languages,Artificial languages
lg,Ganda,Luganda,lg,lug,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
li,Limburgish,Limburgs,li,lim,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages
lif,Limbu,,,,,Deva|Limb,Deva|Limb,Deva,Deva,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
lij,Ligurian,Líguru,,,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,False,True,False,cldr|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages
lil,Lillooet,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nai,nai,North American Indian languages,North American Indian languages
